[ 0.88047567]  [ 6.52180595]
[ 365.72682152]  [ 1101.24634219]
[ 366.89390198]  [ 1104.66786941]
[ 368.08856564]  [ 1108.23337747]
[ 368.8496705]  [ 1110.84643649]
[ 369.92906961]  [ 1113.91339247]
[ 371.28390055]  [ 1117.8376527]
[ 372.18741566]  [ 1120.44090344]
[ 372.89463972]  [ 1122.48662852]
[ 374.07095217]  [ 1125.81327708]
[ 374.88964759]  [ 1128.83258251]
[ 376.11813606]  [ 1132.16597912]
[ 376.81365742]  [ 1134.44394095]
[ 378.08476874]  [ 1138.17394254]
[ 378.91873344]  [ 1140.65134135]
[ 380.13508069]  [ 1143.98107337]
[ 381.01979745]  [ 1147.09878208]
[ 381.65518759]  [ 1149.22114062]
[ 383.13035427]  [ 1153.40170753]
[ 383.82900647]  [ 1155.58067477]
[ 384.84163384]  [ 1158.51300235]
[ 386.13911333]  [ 1162.50676831]
[ 386.79011608]  [ 1164.64346939]
[ 388.22345989]  [ 1168.50798348]
[ 388.98064692]  [ 1171.20080124]
[ 390.26023766]  [ 1174.90388199]
[ 391.15604775]  [ 1177.17000951]
[ 391.86768063]  [ 1179.61141998]
[ 393.21117915]  [ 1183.45941902]
[ 393.83511161]  [ 1185.53234028]
[ 394.81988998]  [ 1188.51755842]
[ 396.06254176]  [ 1191.98574416]
[ 396.92202116]  [ 1194.82994961]
[ 397.65139394]  [ 1197.0146651]
[ 398.94623005]  [ 1201.09455516]
[ 400.05290578]  [ 1203.73878388]
[ 401.17052119]  [ 1207.58661848]
[ 402.05960122]  [ 1210.6866768]
[ 402.7412435]  [ 1211.98227018]
[ 403.9002735]  [ 1215.84715931]
[ 405.00520866]  [ 1218.93415395]
[ 406.09787396]  [ 1222.28680047]
[ 407.36502824]  [ 1226.22720658]
[ 407.98913505]  [ 1227.90888432]
[ 408.92120661]  [ 1231.1061362]
[ 410.44113221]  [ 1234.90586817]
[ 410.82585816]  [ 1236.45735085]
[ 412.00184711]  [ 1239.97492396]
[ 413.24357832]  [ 1243.6365551]
[ 414.13785375]  [ 1245.98420457]
[ 414.54703457]  [ 1247.41941771]
[ 415.88912305]  [ 1251.62022993]
[ 416.86691233]  [ 1254.30917588]
[ 417.71215333]  [ 1257.31169976]
[ 418.93465514]  [ 1260.68135388]
[ 420.04148025]  [ 1263.79580599]
[ 420.95578027]  [ 1266.88183353]
[ 421.59130328]  [ 1268.77982083]
[ 423.00566716]  [ 1272.88869095]
[ 424.07709848]  [ 1276.20788655]
[ 424.87740185]  [ 1278.44874247]
[ 426.04773424]  [ 1281.99286809]
[ 427.19113179]  [ 1285.39582803]
[ 427.91007316]  [ 1287.61737648]
[ 429.17104132]  [ 1291.46156528]
[ 429.99431574]  [ 1293.91334923]
[ 430.7668367]  [ 1296.42217836]
[ 431.79397154]  [ 1299.25007407]
[ 432.8597598]  [ 1302.94660243]
[ 433.70082348]  [ 1304.96565467]
[ 435.21421312]  [ 1309.60682958]
[ 436.28598984]  [ 1312.56379316]
[ 437.03028822]  [ 1315.20981752]
[ 438.19827034]  [ 1318.55902344]
[ 439.04234239]  [ 1320.85184895]
[ 440.14030323]  [ 1324.29587294]
[ 441.04708879]  [ 1326.92731865]
[ 442.22290474]  [ 1330.32768144]
[ 443.50670166]  [ 1334.48185098]
[ 444.06729464]  [ 1336.22764074]
[ 444.9508806]  [ 1338.7367743]
[ 445.96197609]  [ 1341.90566408]
[ 446.85935675]  [ 1344.29841404]
[ 448.23943128]  [ 1348.47170623]
[ 448.95151694]  [ 1351.03884823]
[ 449.93564362]  [ 1353.92106021]
[ 450.78350929]  [ 1356.46363305]
[ 452.03322238]  [ 1360.03619629]
[ 452.85388162]  [ 1362.37186955]
[ 454.39374145]  [ 1367.09916877]
[ 454.9977542]  [ 1369.04853897]
[ 455.48594692]  [ 1370.62025308]
[ 456.92854599]  [ 1374.78552307]
[ 458.28046025]  [ 1378.75068085]
[ 459.09646991]  [ 1381.03552127]
[ 460.22266404]  [ 1384.32349748]
[ 460.61220525]  [ 1386.17758529]
[ 462.28061325]  [ 1390.72860027]
[ 462.9900245]  [ 1393.02042023]
[ 464.06766218]  [ 1396.36158752]
[ 464.81676048]  [ 1398.67136702]
[ 466.2852207]  [ 1402.8870234]
[ 467.26594343]  [ 1405.86147879]
[ 467.94200387]  [ 1407.77498156]
[ 469.31867985]  [ 1411.88099642]
[ 469.93840479]  [ 1414.1000834]
[ 471.04215882]  [ 1417.15448071]
[ 471.99949845]  [ 1420.16373399]
[ 472.87147403]  [ 1422.34398238]
[ 474.06581248]  [ 1426.13262876]
[ 474.92372359]  [ 1429.15973638]
[ 475.84083295]  [ 1431.89222819]
[ 476.88000729]  [ 1434.6684877]
[ 477.99797804]  [ 1438.11418409]
[ 479.26124842]  [ 1441.5915128]
[ 480.09182799]  [ 1444.35630491]
[ 481.02375676]  [ 1446.72543268]
[ 482.31680213]  [ 1450.64206191]
[ 483.14033925]  [ 1453.17966526]
[ 483.96389853]  [ 1455.72888397]
[ 484.85226759]  [ 1458.7348442]
[ 486.1571192]  [ 1462.22313464]
[ 487.04893872]  [ 1465.35835432]
[ 488.09267407]  [ 1468.2828485]
[ 489.20980456]  [ 1471.8788163]
[ 490.06765119]  [ 1474.39219095]
[ 491.12050855]  [ 1477.26709186]
[ 492.0655932]  [ 1479.86862282]
[ 492.82536391]  [ 1482.39982924]
[ 493.80687818]  [ 1485.45545737]
[ 494.6271523]  [ 1487.80065738]
[ 495.85334754]  [ 1491.71940504]
[ 496.98211604]  [ 1495.12929088]
[ 497.75788538]  [ 1497.61634345]
[ 498.89647467]  [ 1500.94346014]
[ 499.9136431]  [ 1503.46662995]
[ 500.71026631]  [ 1505.96909665]
[ 502.02955241]  [ 1510.64841253]
[ 502.85403634]  [ 1512.73840591]
[ 503.96405323]  [ 1515.63134144]
[ 505.18076427]  [ 1519.34699655]
[ 505.95792919]  [ 1522.00037905]
[ 506.90071911]  [ 1524.56730447]
[ 508.63167842]  [ 1530.2219857]
[ 509.1468316]  [ 1531.10036031]
[ 509.84626437]  [ 1533.55446489]
[ 511.17303415]  [ 1537.50055788]
[ 512.22250811]  [ 1540.64350547]
[ 513.16875459]  [ 1543.70045919]
[ 514.3337337]  [ 1546.90836869]
[ 515.5655509]  [ 1550.72461483]
[ 515.79401105]  [ 1551.47928364]
[ 517.04685785]  [ 1555.19129801]
[ 517.90887668]  [ 1557.44269762]
[ 519.02169628]  [ 1561.54593177]
[ 520.17517202]  [ 1564.42353993]
[ 520.93673935]  [ 1566.92202644]
[ 521.72375413]  [ 1569.46998296]
[ 523.02083169]  [ 1573.20756409]
[ 523.92850737]  [ 1575.49317209]
[ 524.96565678]  [ 1578.67566057]
[ 526.32637612]  [ 1583.10923377]
[ 526.86246244]  [ 1584.87941844]
[ 527.97913171]  [ 1588.04618794]
[ 528.82112806]  [ 1590.67586891]
[ 529.6207284]  [ 1592.82640768]
[ 530.99496879]  [ 1596.83428239]
[ 531.74203893]  [ 1599.3703731]
[ 533.25453879]  [ 1603.64632474]
[ 533.99025101]  [ 1605.91170426]
[ 535.4458713]  [ 1610.51839882]
[ 535.69658465]  [ 1611.0718276]
[ 537.04089875]  [ 1615.28319437]
[ 537.86341084]  [ 1617.3000839]
[ 539.15386474]  [ 1621.43517318]
[ 539.72173607]  [ 1623.39273679]
[ 541.032566]  [ 1627.24024911]
[ 542.37005384]  [ 1631.31943806]
[ 543.52356382]  [ 1634.79058144]
[ 544.04662107]  [ 1635.88073834]
[ 545.06592292]  [ 1639.12706673]
[ 546.16957405]  [ 1642.37606191]
[ 547.01795456]  [ 1645.06268377]
[ 548.10819114]  [ 1648.50608167]
[ 549.08453362]  [ 1651.11592508]
[ 549.69378531]  [ 1652.8867974]
[ 550.87394565]  [ 1656.9651115]
[ 552.02699323]  [ 1660.25316714]
[ 553.0565159]  [ 1663.41094401]
[ 553.80472609]  [ 1665.09140251]
[ 554.66600537]  [ 1668.12785987]
[ 556.04229079]  [ 1672.19009062]
[ 556.96030745]  [ 1674.79931587]
[ 558.16910835]  [ 1678.49784783]
[ 558.60437101]  [ 1679.82011505]
[ 560.04520234]  [ 1684.07103304]
[ 561.09785498]  [ 1687.6350521]
[ 562.24224478]  [ 1690.75624298]
[ 563.09294495]  [ 1693.31984797]
[ 563.84646649]  [ 1695.58670356]
[ 564.86832918]  [ 1698.32417487]
[ 566.26341735]  [ 1702.55748068]
[ 567.31308019]  [ 1705.69993986]
[ 568.0326988]  [ 1708.29259794]
[ 568.67992049]  [ 1709.60984688]
[ 569.65155544]  [ 1713.05661771]
[ 571.16567437]  [ 1717.27674711]
[ 572.08568386]  [ 1720.15454275]
[ 573.31988522]  [ 1723.77155184]
[ 574.09759674]  [ 1726.24742521]
[ 574.9006277]  [ 1728.72939815]
[ 576.01233209]  [ 1732.26268813]
[ 577.07440923]  [ 1735.06333944]
[ 578.13012326]  [ 1738.77665923]
[ 579.01648526]  [ 1741.26593564]
[ 579.9449161]  [ 1743.90927097]
[ 581.09378005]  [ 1747.42062062]
[ 581.87967303]  [ 1749.8353256]
[ 583.0874191]  [ 1753.14117987]
[ 583.76634117]  [ 1755.23675747]
[ 585.1931447]  [ 1759.56673917]
[ 586.17535279]  [ 1762.39650616]
[ 586.77672914]  [ 1764.40248662]
[ 588.29063722]  [ 1769.05003499]
[ 588.87133666]  [ 1770.39646294]
[ 589.90264121]  [ 1773.53462457]
[ 590.97509669]  [ 1777.06318311]
[ 591.84434113]  [ 1779.66769901]
[ 593.02789718]  [ 1783.06996474]
[ 593.81384974]  [ 1785.5403758]
[ 594.89067204]  [ 1788.92743049]
[ 596.19545201]  [ 1792.57637935]
[ 596.85763228]  [ 1794.84725777]
[ 598.09960848]  [ 1798.24074288]
[ 598.80696929]  [ 1800.64244541]
[ 599.74421157]  [ 1803.28340548]
[ 600.79703381]  [ 1806.38144877]
[ 602.13102934]  [ 1810.29405136]
[ 602.68272763]  [ 1812.13148459]
[ 603.87614729]  [ 1815.42650137]
[ 605.28462478]  [ 1820.17971036]
[ 606.0866444]  [ 1821.90653055]
[ 607.33600739]  [ 1826.03670856]
[ 608.1926409]  [ 1828.38188035]
[ 608.96527981]  [ 1830.92048925]
[ 610.08126342]  [ 1834.16454615]
[ 610.86453174]  [ 1836.50481087]
[ 612.00630954]  [ 1840.02373843]
[ 612.9923479]  [ 1843.12035672]
[ 613.86462708]  [ 1845.47870287]
[ 614.7991433]  [ 1848.62795002]
[ 616.12630411]  [ 1852.37953955]
[ 617.06549162]  [ 1855.28339807]
[ 618.15271214]  [ 1858.42846825]
[ 618.93367577]  [ 1860.99036444]
[ 619.75667692]  [ 1863.66574887]
[ 620.92955619]  [ 1866.82134887]
[ 621.80810476]  [ 1869.49115179]
[ 623.12000789]  [ 1873.19006411]
[ 624.27164955]  [ 1876.61190604]
[ 625.17352363]  [ 1879.28552492]
[ 625.87511877]  [ 1881.32949747]
[ 627.084153]  [ 1885.21415214]
[ 627.78488331]  [ 1887.42414829]
[ 629.01305845]  [ 1890.81905393]
[ 630.20924825]  [ 1894.26449597]
[ 630.93712414]  [ 1897.06179149]
[ 632.51728943]  [ 1901.18637873]
[ 633.23421986]  [ 1903.58350083]
[ 634.17998805]  [ 1906.67416114]
[ 635.13770596]  [ 1909.37703401]
[ 636.00412227]  [ 1911.90180221]
[ 637.07637039]  [ 1915.61559165]
[ 638.01085375]  [ 1918.09018545]
[ 638.62246094]  [ 1919.86747544]
[ 640.25463281]  [ 1924.59425302]
[ 641.17864311]  [ 1927.59070141]
[ 642.09777208]  [ 1930.05240679]
[ 642.83701678]  [ 1932.22858622]
[ 644.05250142]  [ 1935.85826505]
[ 645.01673879]  [ 1939.13656258]
[ 645.87996263]  [ 1941.7684475]
[ 647.22757409]  [ 1946.0665068]
[ 648.12953034]  [ 1948.40795634]
[ 649.33484675]  [ 1952.06412855]
[ 649.82089077]  [ 1953.73316454]
[ 651.02038247]  [ 1956.99368062]
[ 651.98564143]  [ 1959.67943927]
[ 653.13893302]  [ 1963.4683921]
[ 653.60799611]  [ 1965.09880983]
[ 655.69758362]  [ 1971.31564136]
[ 655.90372701]  [ 1971.70233832]
[ 657.11673132]  [ 1975.26409126]
[ 658.16215848]  [ 1978.58910048]
[ 658.93814044]  [ 1980.92152808]
[ 660.27980691]  [ 1984.80424796]
[ 660.78316475]  [ 1986.24785604]
[ 662.01803211]  [ 1990.12659704]
[ 663.15152436]  [ 1993.33779175]
[ 664.03032904]  [ 1995.94344557]
[ 665.2469179]  [ 2000.04982094]
[ 666.03143893]  [ 2001.79086849]
[ 666.92289987]  [ 2005.04277919]
[ 668.24396214]  [ 2008.58560656]
[ 668.99893558]  [ 2010.98829857]
[ 669.75484196]  [ 2013.35229864]
[ 670.95474729]  [ 2017.13310924]
[ 672.18352974]  [ 2020.64177834]
[ 672.72259825]  [ 2022.068571]
[ 673.90261461]  [ 2025.67534744]
[ 675.25839279]  [ 2029.56451214]
[ 675.90841754]  [ 2031.74076118]
[ 676.96745139]  [ 2034.71933484]
[ 678.01713368]  [ 2038.04331298]
[ 678.9651593]  [ 2040.7567713]
[ 680.10032236]  [ 2044.09242983]
[ 681.04821301]  [ 2047.05692065]
[ 681.91071828]  [ 2049.56095286]
[ 682.76774232]  [ 2052.32485929]
[ 683.92937094]  [ 2055.38846418]
[ 685.05585283]  [ 2059.0480935]
[ 685.96252238]  [ 2061.93995899]
[ 686.91553518]  [ 2064.79762916]
[ 688.03240258]  [ 2067.81614608]
[ 688.82121921]  [ 2070.29571768]
[ 690.06986871]  [ 2074.25149215]
[ 690.93061177]  [ 2076.83948032]
[ 692.17629159]  [ 2080.63665948]
[ 693.18548364]  [ 2083.51558868]
[ 694.04768404]  [ 2086.2047571]
[ 694.93538904]  [ 2088.87034605]
[ 695.98960118]  [ 2091.96216015]
[ 696.776275]  [ 2094.65298229]
[ 698.16334145]  [ 2098.59789787]
[ 699.13707044]  [ 2101.23091719]
[ 700.05907886]  [ 2104.00780104]
[ 701.30592918]  [ 2107.9614587]
[ 702.28343997]  [ 2111.05066996]
[ 703.01925606]  [ 2112.89135477]
[ 704.23098524]  [ 2116.74265104]
[ 704.83662744]  [ 2118.73084921]
[ 705.81065926]  [ 2121.27984201]
[ 707.00715653]  [ 2125.06125958]
[ 707.58850971]  [ 2126.45443439]
[ 708.79829241]  [ 2130.74941594]
[ 709.76769725]  [ 2133.47586751]
[ 710.97890186]  [ 2136.70932565]
[ 711.85416321]  [ 2139.59254752]
[ 712.87675236]  [ 2142.16481885]
[ 713.97170633]  [ 2146.2731171]
[ 714.95404444]  [ 2148.62003339]
[ 716.12964336]  [ 2152.59095095]
[ 716.96381454]  [ 2154.91782927]
[ 717.9817143]  [ 2158.12294469]
[ 719.1961709]  [ 2161.63712189]
[ 719.97374936]  [ 2163.71940643]
[ 721.03222041]  [ 2167.35977849]
[ 721.67897934]  [ 2168.92774046]
[ 723.01672397]  [ 2173.25375771]
[ 723.93081377]  [ 2176.09861061]
[ 725.11143285]  [ 2179.22929395]
[ 725.8552519]  [ 2181.83306841]
[ 727.07432357]  [ 2185.12894751]
[ 727.92119469]  [ 2187.85316509]
[ 729.28538353]  [ 2191.77964135]
[ 729.70452236]  [ 2192.84834523]
[ 730.4680089]  [ 2195.44825222]
[ 732.05498313]  [ 2200.19059327]
[ 733.09392822]  [ 2203.55257422]
[ 734.03531074]  [ 2205.93468606]
[ 734.6922604]  [ 2208.16426389]
[ 735.77212005]  [ 2211.06345756]
[ 736.90298183]  [ 2214.73829201]
[ 738.18937064]  [ 2218.5891746]
[ 739.00171783]  [ 2221.1819253]
[ 740.11240833]  [ 2224.58043919]
[ 741.0820884]  [ 2227.23542545]
[ 742.16259681]  [ 2230.52517597]
[ 743.07545818]  [ 2233.05477096]
[ 744.05495315]  [ 2236.16913613]
[ 745.25589286]  [ 2239.4420022]
[ 745.97251703]  [ 2242.09881476]
[ 747.25017213]  [ 2245.72092514]
[ 748.09261952]  [ 2248.60771808]
[ 748.64555879]  [ 2249.68412847]
[ 749.64037019]  [ 2253.09111357]
[ 750.92905995]  [ 2256.84274532]
[ 752.13531785]  [ 2260.29688004]
[ 752.97779338]  [ 2262.91853561]
[ 754.22714921]  [ 2266.74876182]
[ 754.77291923]  [ 2268.4131531]
[ 755.53534593]  [ 2270.67104863]
[ 756.77048121]  [ 2274.25659413]
[ 757.89810041]  [ 2277.84012239]
[ 759.02675903]  [ 2281.04183231]
[ 759.93347928]  [ 2283.90726775]
[ 761.0697656]  [ 2287.28240039]
[ 762.3438202]  [ 2290.9555945]
[ 763.12860005]  [ 2293.48001736]
[ 764.09419311]  [ 2296.54238281]
[ 764.71193932]  [ 2298.14860516]
[ 765.98498557]  [ 2301.83932018]
[ 767.01805418]  [ 2305.18891821]
[ 767.75273064]  [ 2307.6939539]
[ 769.00093348]  [ 2310.89374575]
[ 769.75998895]  [ 2313.18034677]
[ 771.02903951]  [ 2317.25696382]
[ 772.03326051]  [ 2320.31838587]
[ 773.08371742]  [ 2323.51301212]
[ 774.0141278]  [ 2326.224625]
[ 775.14302837]  [ 2329.43254255]
[ 776.11193041]  [ 2332.44405187]
[ 776.9670624]  [ 2334.71141376]
[ 777.68346088]  [ 2337.22252633]
[ 779.0452889]  [ 2340.88412738]
[ 780.57181792]  [ 2345.62415027]
[ 781.261236]  [ 2347.46817183]
[ 781.98826766]  [ 2349.88964522]
[ 782.8731181]  [ 2352.92285796]
[ 783.50002823]  [ 2354.8317965]
[ 785.16401707]  [ 2359.64271224]
[ 786.24132945]  [ 2362.66037585]
[ 787.05323946]  [ 2365.06676464]
[ 787.91036686]  [ 2367.88150402]
[ 788.59533094]  [ 2369.99933444]
[ 790.0250878]  [ 2374.0712224]
[ 791.3261856]  [ 2377.88575639]
[ 792.24489228]  [ 2380.700347]
[ 792.93686285]  [ 2382.72637367]
[ 793.94829093]  [ 2385.9550194]
[ 794.97264174]  [ 2389.09513914]
[ 796.18742583]  [ 2392.47073257]
[ 796.93054836]  [ 2394.70683956]
[ 797.95921284]  [ 2397.49606886]
[ 798.82574173]  [ 2400.47682438]
[ 800.12725903]  [ 2404.44975499]
[ 800.9273917]  [ 2406.64836572]
[ 802.02479364]  [ 2410.06954218]
[ 803.05385277]  [ 2412.91028747]
[ 803.96430586]  [ 2415.61739512]
[ 804.91894219]  [ 2419.10114569]
[ 805.78283727]  [ 2421.14729252]
[ 807.08807508]  [ 2425.29114723]
[ 807.51773909]  [ 2426.90580212]
[ 809.01704867]  [ 2431.08954752]
[ 810.30476115]  [ 2434.92799968]
[ 811.35995613]  [ 2438.14995553]
[ 812.25430258]  [ 2440.52728902]
[ 813.1294381]  [ 2443.33029977]
[ 813.43650793]  [ 2444.37168354]
[ 814.70437055]  [ 2448.0175281]
[ 816.39905205]  [ 2453.23878942]
[ 817.16405552]  [ 2455.41040906]
[ 818.02200336]  [ 2457.87083229]
[ 819.09196172]  [ 2461.51860869]
[ 820.07249931]  [ 2464.2803722]
[ 821.13922069]  [ 2467.37404744]
[ 821.62780032]  [ 2468.91800777]
[ 823.25377921]  [ 2473.85202642]
[ 824.0062898]  [ 2475.77209373]
[ 825.02723151]  [ 2479.27870948]
[ 826.17389488]  [ 2482.76182328]
[ 826.73926077]  [ 2484.33738667]
[ 828.19650805]  [ 2488.7240222]
[ 829.17573641]  [ 2491.48922685]
[ 830.19302921]  [ 2494.31994382]
[ 830.88131054]  [ 2496.71125245]
[ 831.84595087]  [ 2499.51301282]
[ 832.90446361]  [ 2502.81936586]
[ 833.80729491]  [ 2505.34768992]
[ 835.08852945]  [ 2509.44542188]
[ 835.98436515]  [ 2511.92620265]
[ 836.69473927]  [ 2514.03673902]
[ 837.65937081]  [ 2516.9727349]
[ 839.24435559]  [ 2521.92600075]
[ 839.70757145]  [ 2522.95492543]
[ 841.05945197]  [ 2527.27499737]
[ 841.84522297]  [ 2529.63215957]
[ 843.14711788]  [ 2533.46473581]
[ 843.63389257]  [ 2534.78237464]
[ 844.94898034]  [ 2538.77911123]
[ 845.63980713]  [ 2540.7998487]
[ 846.77068812]  [ 2544.31965927]
[ 847.83575411]  [ 2547.34655873]
[ 849.00314655]  [ 2551.05983394]
[ 850.06429573]  [ 2554.38233809]
[ 851.05409828]  [ 2557.21662764]
[ 852.27927109]  [ 2560.87726267]
[ 853.22493098]  [ 2563.46284451]
[ 853.96500094]  [ 2565.89953528]
[ 854.82080802]  [ 2568.645157]
[ 856.21436776]  [ 2572.54187575]
[ 856.94749414]  [ 2575.08447298]
[ 858.26654515]  [ 2578.9056662]
[ 858.86265229]  [ 2580.70733613]
[ 859.76762682]  [ 2583.11375441]
[ 860.85487887]  [ 2586.42820793]
[ 861.97703483]  [ 2590.09090614]
[ 863.00792569]  [ 2593.06210214]
[ 864.07503918]  [ 2596.23949974]
[ 865.1623893]  [ 2599.29184838]
[ 866.03662419]  [ 2602.26304792]
[ 867.00810859]  [ 2605.27952774]
[ 867.90877012]  [ 2607.63532623]
[ 869.18855194]  [ 2611.49023608]
[ 869.88473388]  [ 2613.7132837]
[ 870.87343615]  [ 2616.88537711]
[ 871.81163006]  [ 2619.89824665]
[ 873.16599627]  [ 2623.09846922]
[ 874.26274122]  [ 2626.8935933]
[ 875.01046967]  [ 2629.05456353]
[ 875.96003796]  [ 2632.14250647]
[ 876.84033756]  [ 2634.33512848]
[ 878.43246365]  [ 2639.03879338]
[ 878.89658792]  [ 2641.05498248]
[ 879.87110995]  [ 2643.91669927]
[ 880.90696517]  [ 2646.69812558]
[ 882.11276943]  [ 2650.31776533]
[ 882.92113537]  [ 2652.82334995]
[ 884.06475817]  [ 2656.12132189]
[ 884.9682419]  [ 2658.77563117]
[ 885.78135165]  [ 2661.41290102]
[ 886.91021119]  [ 2664.57599321]
[ 887.91897836]  [ 2667.70364057]
[ 889.16227373]  [ 2671.68826209]
[ 890.3692733]  [ 2675.22276486]
[ 891.38265564]  [ 2678.12245055]
[ 892.06827544]  [ 2680.32215744]
[ 893.22427935]  [ 2683.59225518]
[ 893.69038713]  [ 2685.25749941]
[ 895.15301762]  [ 2689.35764279]
[ 896.20594027]  [ 2692.64522297]
[ 897.37848949]  [ 2696.46599158]
[ 898.14672978]  [ 2698.70968503]
[ 898.85962857]  [ 2700.9578444]
[ 899.82011249]  [ 2703.73338007]
[ 901.41876902]  [ 2708.13499353]
[ 902.13052069]  [ 2710.38157459]
[ 903.13935568]  [ 2713.74878244]
[ 903.62149509]  [ 2715.17405689]
[ 904.67878683]  [ 2717.91219999]
[ 906.37324206]  [ 2723.01738534]
[ 907.02071425]  [ 2725.2164165]
[ 908.09569411]  [ 2728.5481821]
[ 908.77689781]  [ 2730.28147687]
[ 909.94588081]  [ 2733.8258102]
[ 910.7871384]  [ 2736.25424268]
[ 911.69798993]  [ 2739.26396721]
[ 912.85304136]  [ 2742.49871176]
[ 913.80982286]  [ 2745.48867827]
[ 915.07275804]  [ 2749.35886996]
[ 916.03505861]  [ 2752.53824522]
[ 916.96734658]  [ 2754.91691481]
[ 917.88498726]  [ 2757.63996535]
[ 918.92324792]  [ 2760.68918927]
[ 920.48894878]  [ 2765.55350999]
[ 921.16124109]  [ 2767.38033736]
[ 921.86323724]  [ 2769.7878525]
[ 923.33026057]  [ 2774.09550439]
[ 923.9612444]  [ 2776.20842459]
[ 924.70554277]  [ 2777.84812818]
[ 926.17322976]  [ 2782.46220201]
[ 926.72769989]  [ 2784.03382485]
[ 928.19096774]  [ 2788.75272299]
[ 928.93857809]  [ 2790.8216599]
[ 930.28103878]  [ 2794.92512628]
[ 930.97321158]  [ 2797.26233229]
[ 932.03088511]  [ 2799.57702999]
[ 932.8906367]  [ 2802.42298688]
[ 934.06675805]  [ 2806.15729122]
[ 934.54340727]  [ 2807.67225181]
[ 936.07895457]  [ 2812.42197905]
[ 936.88868927]  [ 2814.7268663]
[ 937.78324015]  [ 2817.71857941]
[ 939.244387]  [ 2821.73593829]
[ 940.06418787]  [ 2824.11657501]
[ 940.87660618]  [ 2826.59917424]
[ 942.02884098]  [ 2829.90242923]
[ 942.78150255]  [ 2832.41555203]
[ 944.0647956]  [ 2836.27897983]
[ 944.90259943]  [ 2839.02017593]
[ 946.31348536]  [ 2842.91901127]
[ 947.14275125]  [ 2845.47530998]
[ 948.08999537]  [ 2848.40706649]
[ 948.73110986]  [ 2850.1733779]
[ 949.82531304]  [ 2853.06906078]
[ 951.16210561]  [ 2857.13659278]
[ 952.26858083]  [ 2860.74338123]
[ 953.17521951]  [ 2863.31346169]
[ 954.01984628]  [ 2865.94446863]
[ 955.24494812]  [ 2869.53234744]
[ 955.85418762]  [ 2871.56638211]
[ 956.89464386]  [ 2874.5460289]
[ 958.08468842]  [ 2878.05207825]
[ 959.19546601]  [ 2881.54099306]
[ 959.98816693]  [ 2883.69708797]
[ 960.97870106]  [ 2886.91280741]
[ 962.01353583]  [ 2889.96664064]
[ 963.12715953]  [ 2893.64430983]
[ 963.67937662]  [ 2895.07195551]
[ 964.97647319]  [ 2898.87038698]
[ 966.0340505]  [ 2901.85089669]
[ 966.72482769]  [ 2904.40101677]
[ 968.01237307]  [ 2908.29303919]
[ 969.05467226]  [ 2911.29271007]
[ 970.01103452]  [ 2913.93327511]
[ 970.47021203]  [ 2915.34146599]
[ 972.26224846]  [ 2920.99370582]
[ 973.10489931]  [ 2923.57809277]
[ 973.51705491]  [ 2924.35932006]
[ 975.23683659]  [ 2929.6781329]
[ 975.95397278]  [ 2931.94092663]
[ 977.26049652]  [ 2936.12399244]
[ 978.24395804]  [ 2938.51939217]
[ 979.07981153]  [ 2941.10218454]
[ 980.3276435]  [ 2945.15815971]
[ 980.9386865]  [ 2946.87987518]
[ 982.16772297]  [ 2950.38478941]
[ 982.80638922]  [ 2952.42504002]
[ 984.36206229]  [ 2957.34031785]
[ 984.95517619]  [ 2958.71142483]
[ 986.13538722]  [ 2962.33838769]
[ 986.77945895]  [ 2964.23325759]
[ 987.96864849]  [ 2967.842249]
[ 989.18673761]  [ 2971.35121467]
[ 989.99111168]  [ 2973.97213038]
[ 991.2662371]  [ 2977.53839694]
[ 991.88710291]  [ 2979.99174822]
[ 992.67996901]  [ 2981.62163487]
[ 994.03999777]  [ 2986.28661559]
[ 994.96604733]  [ 2988.93737857]
[ 996.15741388]  [ 2992.27490591]
[ 997.03850379]  [ 2995.0144529]
[ 997.71048005]  [ 2996.86356194]
[ 998.94338098]  [ 3000.89939309]
